image,palette,size,order,radius,estimator,sample_count,mask,n_pixels,mean_deg,median_deg,p90_deg,p95_deg,p99_deg,max_deg,mean_strength
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,2,25,brute_180,180,all,35023,4.735965251922607,0.37992244958877563,16.379920959472656,32.379913330078125,48.37991714477539,90.0,0.019661162048578262
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,2,25,brute_180_vs_steerable,180,all,35023,0.21284207701683044,0.20949555933475494,0.43930956721305847,0.472843736410141,0.49175694584846497,0.4999835193157196,0.019661162048578262
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,2,25,brute_180,180,smooth,25844,0.5740956664085388,0.37991562485694885,0.6200855374336243,1.0000011920928955,9.525047302246094,14.000009536743164,0.020159054547548294
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,2,25,brute_180_vs_steerable,180,smooth,25844,0.20083025097846985,0.18955141305923462,0.43756240606307983,0.4706615209579468,0.49079692363739014,0.4999835193157196,0.020159054547548294
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,4,25,steerable_atan2,0,all,35023,3.1415493488311768,0.19066473841667175,8.282596588134766,21.58072280883789,45.18762969970703,89.57373046875,0.03514149785041809
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,4,25,steerable_atan2,0,smooth,25844,0.35094746947288513,0.1035115197300911,0.47310397028923035,0.7972251772880554,7.050330638885498,15.214608192443848,0.03573315590620041
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,4,25,brute_16,16,all,35023,4.6274285316467285,2.410339593887329,10.129915237426758,22.500001907348633,45.0,90.0,0.03514149785041809
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,4,25,brute_16_vs_steerable,16,all,35023,2.235973596572876,1.915915846824646,5.188252925872803,5.485406875610352,5.601943492889404,5.6249613761901855,0.03514149785041809
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,4,25,brute_16,16,smooth,25844,2.1816253662109375,1.1299182176589966,5.62992000579834,5.62992000579834,8.971152305603027,16.8243408203125,0.03573315590620041
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,4,25,brute_16_vs_steerable,16,smooth,25844,2.046736240386963,1.3027697801589966,5.192296028137207,5.504196643829346,5.6107001304626465,5.6249613761901855,0.03573315590620041
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,4,25,brute_32,32,all,35023,3.7960572242736816,1.1299182176589966,7.879920959472656,22.499988555908203,45.00491714477539,90.0,0.03514149785041809
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,4,25,brute_32_vs_steerable,32,all,35023,1.0983309745788574,0.9865935444831848,2.3954484462738037,2.5263912677764893,2.752318859100342,2.812398672103882,0.03514149785041809
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,4,25,brute_32,32,smooth,25844,1.1422677040100098,1.1200759410858154,2.2549185752868652,2.627040147781372,6.964956760406494,16.875,0.03573315590620041
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,4,25,brute_32_vs_steerable,32,smooth,25844,1.0038504600524902,0.8968448042869568,2.3547487258911133,2.470752716064453,2.6971256732940674,2.809830665588379,0.03573315590620041
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,4,25,brute_64,64,all,35023,3.4149367809295654,0.5674179792404175,8.437503814697266,22.499988555908203,45.00492477416992,90.0,0.03514149785041809
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,4,25,brute_64_vs_steerable,64,all,35023,0.5388606190681458,0.5026745796203613,1.1856389045715332,1.2899482250213623,1.3847615718841553,1.406049132347107,0.03514149785041809
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,4,25,brute_64,64,smooth,25844,0.6950868964195251,0.5575824975967407,1.1351637840270996,1.682582974433899,7.228568077087402,14.062499046325684,0.03573315590620041
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,4,25,brute_64_vs_steerable,64,smooth,25844,0.49367618560791016,0.45818957686424255,1.1482524871826172,1.2693769931793213,1.3764265775680542,1.406049132347107,0.03573315590620041
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,4,25,brute_180,180,all,35023,3.26619553565979,0.37992244958877563,8.379904747009277,21.379919052124023,45.379920959472656,90.0,0.03514149785041809
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,4,25,brute_180_vs_steerable,180,all,35023,0.23093557357788086,0.24911066889762878,0.4529658555984497,0.4769930839538574,0.4955507218837738,0.4999766945838928,0.03514149785041809
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,4,25,brute_180,180,smooth,25844,0.5100182294845581,0.37991562485694885,0.6200855374336243,0.9903477430343628,7.000001430511475,15.000003814697266,0.03573315590620041
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,4,25,brute_180_vs_steerable,180,smooth,25844,0.22383254766464233,0.24761484563350677,0.45280739665031433,0.47703954577445984,0.49553707242012024,0.4999766945838928,0.03573315590620041
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,6,25,steerable_atan2,0,all,35023,2.711019277572632,0.22064925730228424,5.940173149108887,16.13574981689453,45.59033203125,89.67875671386719,0.04910845309495926
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,6,25,steerable_atan2,0,smooth,25844,0.36623549461364746,0.1284382939338684,0.6350600719451904,1.0390065908432007,5.19642448425293,46.5222282409668,0.049892596900463104
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,6,25,brute_16,16,all,35023,4.219267845153809,2.096581220626831,7.870085716247559,14.629923820495605,45.0,90.0,0.04910845309495926
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,6,25,brute_16_vs_steerable,16,all,35023,2.2476768493652344,1.828168511390686,5.2079973220825195,5.510656356811523,5.589191436767578,5.624612808227539,0.04910845309495926
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,6,25,brute_16,16,smooth,25844,2.1754848957061768,1.1299182176589966,5.620084762573242,5.62992000579834,6.964948654174805,45.0,0.049892596900463104
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,6,25,brute_16_vs_steerable,16,smooth,25844,2.080491304397583,1.4218268394470215,5.349540710449219,5.553886413574219,5.590721607208252,5.624612808227539,0.049892596900463104
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,6,25,brute_32,32,all,35023,3.3379507064819336,1.1299182176589966,5.629913330078125,16.875,45.0,90.0,0.04910845309495926
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,6,25,brute_32_vs_steerable,32,all,35023,1.0828306674957275,1.033189058303833,2.3573851585388184,2.4998152256011963,2.7399914264678955,2.8119752407073975,0.04910845309495926
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,6,25,brute_32,32,smooth,25844,1.1244444847106934,1.1200759410858154,2.2549185752868652,2.577650785446167,5.625002384185791,45.0,0.049892596900463104
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,6,25,brute_32_vs_steerable,32,smooth,25844,0.9911451935768127,0.9207163453102112,2.325007915496826,2.432734966278076,2.702658176422119,2.8094069957733154,0.049892596900463104
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,6,25,brute_64,64,all,35023,2.981128215789795,0.5674179792404175,5.629913330078125,16.875,45.00383377075195,90.0,0.04910845309495926
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,6,25,brute_64_vs_steerable,64,all,35023,0.5640891194343567,0.5499395132064819,1.249349594116211,1.3331265449523926,1.3917150497436523,1.4059261083602905,0.04910845309495926
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,6,25,brute_64,64,smooth,25844,0.6941554546356201,0.5575824975967407,1.4169501066207886,1.6924184560775757,5.5493483543396,47.81250762939453,0.049892596900463104
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,6,25,brute_64_vs_steerable,64,smooth,25844,0.5230538845062256,0.47448641061782837,1.2489233016967773,1.3340654373168945,1.3909202814102173,1.4056187868118286,0.049892596900463104
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,6,25,brute_180,180,all,35023,2.817169189453125,0.37992244958877563,6.0,16.0000057220459,45.379920959472656,90.0,0.04910845309495926
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,6,25,brute_180_vs_steerable,180,all,35023,0.21426714956760406,0.21628476679325104,0.44982531666755676,0.4764985740184784,0.49512574076652527,0.4999835193157196,0.04910845309495926
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,6,25,brute_180,180,smooth,25844,0.4970081150531769,0.37991562485694885,0.6710661053657532,1.1243095397949219,5.164360523223877,47.0,0.049892596900463104
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,6,25,brute_180_vs_steerable,180,smooth,25844,0.2009928673505783,0.1897324025630951,0.44844290614128113,0.4758230745792389,0.4942919909954071,0.4999835193157196,0.049892596900463104
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,8,25,steerable_atan2,0,all,35023,2.481964111328125,0.35553866624832153,5.038478851318359,12.523981094360352,45.00002670288086,87.57821655273438,0.061951421201229095
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,8,25,steerable_atan2,0,smooth,25844,0.42237839102745056,0.1878165453672409,0.9072656631469727,1.2445926666259766,4.495683670043945,20.478410720825195,0.06287460029125214
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,8,25,brute_16,16,all,35023,3.9535813331604004,1.868261694908142,5.909664154052734,11.250011444091797,45.0,90.0,0.061951421201229095
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,8,25,brute_16_vs_steerable,16,all,35023,2.1998448371887207,1.8588428497314453,5.098674774169922,5.439251899719238,5.573352336883545,5.6230692863464355,0.061951421201229095
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,8,25,brute_16,16,smooth,25844,2.1450154781341553,1.1299182176589966,5.620084762573242,5.62992000579834,6.7268757820129395,22.500001907348633,0.06287460029125214
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,8,25,brute_16_vs_steerable,16,smooth,25844,2.024559736251831,1.4181522130966187,5.098674774169922,5.445375442504883,5.573352336883545,5.621191024780273,0.06287460029125214
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,8,25,brute_32,32,all,35023,3.064304828643799,1.1299182176589966,5.625002384185791,11.254915237426758,45.0,90.0,0.061951421201229095
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,8,25,brute_32_vs_steerable,32,all,35023,1.0795252323150635,0.9774888753890991,2.447303295135498,2.6212222576141357,2.774810791015625,2.8121392726898193,0.061951421201229095
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,8,25,brute_32,32,smooth,25844,1.1259088516235352,1.1200759410858154,2.2549185752868652,3.3684945106506348,5.625002384185791,22.500001907348633,0.06287460029125214
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,8,25,brute_32_vs_steerable,32,smooth,25844,0.9880146980285645,0.823372483253479,2.4267799854278564,2.615098714828491,2.771097421646118,2.8117430210113525,0.06287460029125214
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,8,25,brute_64,64,all,35023,2.691180944442749,0.5674179792404175,5.620084762573242,11.817429542541504,45.0,87.1875,0.061951421201229095
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,8,25,brute_64_vs_steerable,64,all,35023,0.535347044467926,0.4888707995414734,1.1949471235275269,1.3005636930465698,1.3871363401412964,1.4062403440475464,0.061951421201229095
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,8,25,brute_64,64,smooth,25844,0.67417311668396,0.5575893521308899,1.5622234344482422,1.8538540601730347,4.787375450134277,19.687501907348633,0.06287460029125214
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,8,25,brute_64_vs_steerable,64,smooth,25844,0.48757609724998474,0.4033294916152954,1.1742618083953857,1.2851468324661255,1.3865772485733032,1.4062403440475464,0.06287460029125214
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,8,25,brute_180,180,all,35023,2.5548932552337646,0.37992244958877563,5.000005722045898,12.379916191101074,45.0,88.0,0.061951421201229095
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,8,25,brute_180_vs_steerable,180,all,35023,0.2048131823539734,0.1962040215730667,0.44172337651252747,0.4721573293209076,0.4950377643108368,0.4998742341995239,0.061951421201229095
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,8,25,brute_180,180,smooth,25844,0.5085829496383667,0.37991562485694885,0.9043307304382324,1.379916787147522,4.393571376800537,20.000003814697266,0.06287460029125214
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_garnet_atlantic_grass_1024.png,garnet_atlantic_grass,1024,8,25,brute_180_vs_steerable,180,smooth,25844,0.19041305780410767,0.17227786779403687,0.4395848512649536,0.4704231321811676,0.4949057698249817,0.49983325600624084,0.06287460029125214
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_dark_light_steps_1024.png,dark_light_steps,1024,2,25,steerable_atan2,0,all,35023,5.851898670196533,0.22726088762283325,23.9893856048584,38.42440414428711,63.710811614990234,89.84879302978516,0.027884002774953842
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_dark_light_steps_1024.png,dark_light_steps,1024,2,25,steerable_atan2,0,smooth,25844,1.7535021305084229,0.15048955380916595,0.39901283383369446,6.679248809814453,47.144287109375,89.84879302978516,0.029820388182997704
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_dark_light_steps_1024.png,dark_light_steps,1024,2,25,brute_16,16,all,35023,7.294011116027832,3.3700835704803467,22.500001907348633,37.1662712097168,67.50000762939453,90.0,0.027884002774953842
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_dark_light_steps_1024.png,dark_light_steps,1024,2,25,brute_16_vs_steerable,16,all,35023,2.2576582431793213,1.9320555925369263,5.276112079620361,5.542172431945801,5.6142377853393555,5.624674320220947,0.027884002774953842
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_dark_light_steps_1024.png,dark_light_steps,1024,2,25,brute_16,16,smooth,25844,3.559525489807129,1.1299182176589966,5.620084762573242,7.725433826446533,45.64442825317383,90.0,0.029820388182997704
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_dark_light_steps_1024.png,dark_light_steps,1024,2,25,brute_16_vs_steerable,16,smooth,25844,2.0683364868164062,0.99163419008255,5.3774333000183105,5.5643229484558105,5.6142449378967285,5.624674320220947,0.029820388182997704
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_dark_light_steps_1024.png,dark_light_steps,1024,2,25,brute_32,32,all,35023,6.458584308624268,1.1299182176589966,23.60093116760254,39.374996185302734,61.875003814697266,90.0,0.027884002774953842
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_dark_light_steps_1024.png,dark_light_steps,1024,2,25,brute_32_vs_steerable,32,all,35023,1.0344486236572266,0.8837786912918091,2.223376750946045,2.4887359142303467,2.7502388954162598,2.812016248703003,0.027884002774953842
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_dark_light_steps_1024.png,dark_light_steps,1024,2,25,brute_32,32,smooth,25844,2.531067371368408,1.1200827360153198,2.2549185752868652,6.6879754066467285,46.71268081665039,90.0,0.029820388182997704
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_dark_light_steps_1024.png,dark_light_steps,1024,2,25,brute_32_vs_steerable,32,smooth,25844,0.9183641672134399,0.8241510987281799,2.139256238937378,2.2821075916290283,2.7121529579162598,2.8090929985046387,0.029820388182997704
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_dark_light_steps_1024.png,dark_light_steps,1024,2,25,brute_64,64,all,35023,6.105967998504639,0.6093143820762634,24.192413330078125,38.817413330078125,64.6875,90.0,0.027884002774953842
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_dark_light_steps_1024.png,dark_light_steps,1024,2,25,brute_64_vs_steerable,64,all,35023,0.5423785448074341,0.6500905752182007,1.0763558149337769,1.246402382850647,1.3721435070037842,1.405967116355896,0.027884002774953842
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_dark_light_steps_1024.png,dark_light_steps,1024,2,25,brute_64,64,smooth,25844,2.0797598361968994,0.5575893521308899,1.1299182176589966,6.521359920501709,47.81250762939453,90.0,0.029820388182997704
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_dark_light_steps_1024.png,dark_light_steps,1024,2,25,brute_64_vs_steerable,64,smooth,25844,0.49351298809051514,0.6275782585144043,0.9657061100006104,1.1368706226348877,1.3352324962615967,1.4058510065078735,0.029820388182997704
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_dark_light_steps_1024.png,dark_light_steps,1024,2,25,brute_180,180,all,35023,5.964834690093994,0.37992244958877563,24.00000762939453,38.379920959472656,64.0,90.0,0.027884002774953842
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_dark_light_steps_1024.png,dark_light_steps,1024,2,25,brute_180_vs_steerable,180,all,35023,0.21308419108390808,0.20941360294818878,0.4400281012058258,0.4738839864730835,0.49216827750205994,0.49996301531791687,0.027884002774953842
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_dark_light_steps_1024.png,dark_light_steps,1024,2,25,brute_180,180,smooth,25844,1.903694748878479,0.37991562485694885,0.6200855374336243,6.753355503082275,47.22481918334961,90.0,0.029820388182997704
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_dark_light_steps_1024.png,dark_light_steps,1024,2,25,brute_180_vs_steerable,180,smooth,25844,0.20058390498161316,0.18912111222743988,0.43766486644744873,0.47066834568977356,0.49075591564178467,0.4999425411224365,0.029820388182997704
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_dark_light_steps_1024.png,dark_light_steps,1024,4,25,steerable_atan2,0,all,35023,3.763908624649048,0.19203077256679535,10.875906944274902,27.345216751098633,49.75281524658203,89.71060943603516,0.05168609693646431
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_dark_light_steps_1024.png,dark_light_steps,1024,4,25,steerable_atan2,0,smooth,25844,1.0139738321304321,0.10398280620574951,0.4955780506134033,1.0659090280532837,27.678163528442383,89.4734878540039,0.05394899472594261
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_dark_light_steps_1024.png,dark_light_steps,1024,4,25,brute_16,16,all,35023,5.212996006011963,2.6360979080200195,11.249998092651367,25.879920959472656,48.7542610168457,90.0,0.05168609693646431
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_dark_light_steps_1024.png,dark_light_steps,1024,4,25,brute_16_vs_steerable,16,all,35023,2.2248947620391846,1.8899202346801758,5.172667503356934,5.48524284362793,5.601943492889404,5.624934196472168,0.05168609693646431
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_dark_light_steps_1024.png,dark_light_steps,1024,4,25,brute_16,16,smooth,25844,2.818416118621826,1.1299182176589966,5.62992000579834,5.62992000579834,28.067041397094727,90.0,0.05394899472594261
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_dark_light_steps_1024.png,dark_light_steps,1024,4,25,brute_16_vs_steerable,16,smooth,25844,2.0340733528137207,1.2763506174087524,5.192289352416992,5.504196643829346,5.610653400421143,5.624934196472168,0.05394899472594261
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_dark_light_steps_1024.png,dark_light_steps,1024,4,25,brute_32,32,all,35023,4.404458999633789,1.1299182176589966,11.249998092651367,28.1250057220459,50.625,90.0,0.05168609693646431
example_images/synthetic_nested_shapes/clean/1024/nested_star_square_oval_dark_light_steps_1024.png,dark_light_steps,1024,4,25,brute_32_vs_steerable,32,all,35023,1.1036872863769531,0.9928226470947266,2.4000329971313477,2.529388427734375,2.7523796558380127,2.812385082244873,0.05168609693646431
